Run Description: Experiment # 1.2: RIMDecay tuned 
Log file created at 2021/07/26  18:36:40
Directory: mimic//0726-18-36-40
Start time: 2021-07-26 18:36:40.692683
Training initiated with custom loss function
{'epochs': 100, 'batch_size': 56, 'input_size': 104, 'model_type': 'RIMDecay', 'hidden_size': 104, 'num_rims': 2, 'lr': 9.645142728701031e-05, 'rnn_cell': 'GRU', 'input_key_size': 64, 'input_value_size': 32, 'input_query_size': 64, 'num_input_heads': 1, 'input_dropout': 0.2694669454300502, 'comm_key_size': 32, 'comm_value_size': 104, 'comm_query_size': 32, 'num_comm_heads': 1, 'comm_dropout': 0.12824679075614986, 'active_rims': 2, 'mask': True, 'mask_size': 104, 'delta_size': 104, 'static_features': 17, 'need_data_preprocessing': False, 'raw_data_file_path': 'data/10_percent/all_hourly_data.pkl', 'processed_data_path': 'data/50_percent/', 'input_file_path': 'data/mimic_iii/test_dump/decay_data_20926.npz', 'decay_input_file_path': 'data/mimic_iii/test_dump/decay_data_20926.npz', 'max_no_improvement': 10, 'improvement_threshold': 0.0001, 'is_tuning': False, 'balance': False}
Model Arch: 
 MIMICDecayCBLossModel(
  (rim_decay_cell): RIMDCell(
    (gamma_x_l): CustomLinear(in_features=104, out_features=104, bias=True)
    (gamma_h_l): CustomLinear(in_features=104, out_features=104, bias=True)
    (input_key_layer): CustomLinear(in_features=104, out_features=64, bias=False)
    (input_value_layer): CustomLinear(in_features=104, out_features=32, bias=False)
    (input_dropout): Dropout(p=0.2694669454300502, inplace=False)
    (rnn): GroupGRUCell(
      (input_hidden): GroupLinear(in_features=136, out_features=312, num_blocks=2, bias=True)
      (hidden_hidden): GroupLinear(in_features=104, out_features=312, num_blocks=2, bias=True)
    )
    (input_query_layer): GroupLinear(in_features=104, out_features=64, num_blocks=2, bias=False)
    (comm_key_layer): GroupLinear(in_features=104, out_features=32, num_blocks=2, bias=False)
    (comm_value_layer): GroupLinear(in_features=104, out_features=104, num_blocks=2, bias=False)
    (comm_query_layer): GroupLinear(in_features=104, out_features=32, num_blocks=2, bias=False)
    (comm_attention_output): GroupLinear(in_features=104, out_features=104, num_blocks=2, bias=False)
    (comm_dropout): Dropout(p=0.12824679075614986, inplace=False)
  )
  (linear_one): Linear(in_features=225, out_features=10, bias=True)
  (linear_two): Linear(in_features=10, out_features=2, bias=True)
  (relu): ReLU()
)
Training, Validating, and Testing: RIMDecay model with GRU cell 
***********************************************************
**************** EPOCH: 1 ***********************
epoch loss: 62.857343297451735, taining accuracy: 0.7986755871108684, validation accuracy: 0.7734225621414914, Test accuracy: 0.7654557042702358 , F1-score: 0.41646090534979424
{'epochs': 100, 'batch_size': 56, 'input_size': 104, 'model_type': 'RIMDecay', 'hidden_size': 104, 'num_rims': 2, 'lr': 9.645142728701031e-05, 'rnn_cell': 'LSTM', 'input_key_size': 64, 'input_value_size': 32, 'input_query_size': 64, 'num_input_heads': 1, 'input_dropout': 0.2694669454300502, 'comm_key_size': 32, 'comm_value_size': 104, 'comm_query_size': 32, 'num_comm_heads': 1, 'comm_dropout': 0.12824679075614986, 'active_rims': 2, 'mask': True, 'mask_size': 104, 'delta_size': 104, 'static_features': 17, 'need_data_preprocessing': False, 'raw_data_file_path': 'data/10_percent/all_hourly_data.pkl', 'processed_data_path': 'data/50_percent/', 'input_file_path': 'data/mimic_iii/test_dump/decay_data_20926.npz', 'decay_input_file_path': 'data/mimic_iii/test_dump/decay_data_20926.npz', 'max_no_improvement': 10, 'improvement_threshold': 0.0001, 'is_tuning': False, 'balance': False}
Model Arch: 
 MIMICDecayCBLossModel(
  (rim_decay_cell): RIMDCell(
    (gamma_x_l): CustomLinear(in_features=104, out_features=104, bias=True)
    (gamma_h_l): CustomLinear(in_features=104, out_features=104, bias=True)
    (input_key_layer): CustomLinear(in_features=104, out_features=64, bias=False)
    (input_value_layer): CustomLinear(in_features=104, out_features=32, bias=False)
    (input_dropout): Dropout(p=0.2694669454300502, inplace=False)
    (rnn): GroupLSTMCell(
      (input_hidden): GroupLinear(in_features=136, out_features=416, num_blocks=2, bias=True)
      (hidden_hidden): GroupLinear(in_features=104, out_features=416, num_blocks=2, bias=True)
    )
    (input_query_layer): GroupLinear(in_features=104, out_features=64, num_blocks=2, bias=False)
    (comm_key_layer): GroupLinear(in_features=104, out_features=32, num_blocks=2, bias=False)
    (comm_value_layer): GroupLinear(in_features=104, out_features=104, num_blocks=2, bias=False)
    (comm_query_layer): GroupLinear(in_features=104, out_features=32, num_blocks=2, bias=False)
    (comm_attention_output): GroupLinear(in_features=104, out_features=104, num_blocks=2, bias=False)
    (comm_dropout): Dropout(p=0.12824679075614986, inplace=False)
  )
  (linear_one): Linear(in_features=225, out_features=10, bias=True)
  (linear_two): Linear(in_features=10, out_features=2, bias=True)
  (relu): ReLU()
)
Training, Validating, and Testing: RIMDecay model with LSTM cell 
***********************************************************
**************** EPOCH: 1 ***********************
epoch loss: 67.2703251503408, taining accuracy: 0.818814855270344, validation accuracy: 0.7555768005098789, Test accuracy: 0.7552581261950286 , F1-score: 0.4055944055944056
***********************************************************
**************** EPOCH: 2 ***********************
epoch loss: 54.127639785408974, taining accuracy: 0.7586701256144184, validation accuracy: 0.7587635436583812, Test accuracy: 0.7495219885277247 , F1-score: 0.43530291697830964
***********************************************************
**************** EPOCH: 3 ***********************
epoch loss: 50.523116517812014, taining accuracy: 0.7722555980338612, validation accuracy: 0.758444869343531, Test accuracy: 0.7552581261950286 , F1-score: 0.43497757847533636
***********************************************************
**************** EPOCH: 4 ***********************
epoch loss: 48.92156255245209, taining accuracy: 0.7868651010376844, validation accuracy: 0.7810707456978967, Test accuracy: 0.7648183556405354 , F1-score: 0.46020488573680063
***********************************************************
**************** EPOCH: 5 ***********************
epoch loss: 49.84613216109574, taining accuracy: 0.7928727471327144, validation accuracy: 0.7919056724028043, Test accuracy: 0.7782026768642447 , F1-score: 0.4677023712183156
***********************************************************
**************** EPOCH: 6 ***********************
epoch loss: 47.022474475204945, taining accuracy: 0.793214090660841, validation accuracy: 0.8260038240917782, Test accuracy: 0.8215423836838751 , F1-score: 0.48679245283018874
***********************************************************
**************** EPOCH: 7 ***********************
epoch loss: 47.56473094411194, taining accuracy: 0.8007236482796286, validation accuracy: 0.8119821542383684, Test accuracy: 0.8024219247928617 , F1-score: 0.4833040421792619
***********************************************************
**************** EPOCH: 8 ***********************
epoch loss: 46.697499545291066, taining accuracy: 0.803795740032769, validation accuracy: 0.7979604843849586, Test accuracy: 0.7903123008285532 , F1-score: 0.46890756302521014
***********************************************************
**************** EPOCH: 9 ***********************
epoch loss: 46.31820762529969, taining accuracy: 0.8128754778809394, validation accuracy: 0.8215423836838751, Test accuracy: 0.8167622689611217 , F1-score: 0.4871323529411765
***********************************************************
**************** EPOCH: 10 ***********************
epoch loss: 44.797760773450136, taining accuracy: 0.8059120699071546, validation accuracy: 0.7931803696622052, Test accuracy: 0.7868068833652008 , F1-score: 0.46484698097601324
***********************************************************
**************** EPOCH: 11 ***********************
epoch loss: 44.84508769959211, taining accuracy: 0.8108956854178044, validation accuracy: 0.8339706819630338, Test accuracy: 0.8291905672402804 , F1-score: 0.4975798644724105
***********************************************************
**************** EPOCH: 12 ***********************
epoch loss: 44.73680867254734, taining accuracy: 0.8060486073184052, validation accuracy: 0.8167622689611217, Test accuracy: 0.8097514340344169 , F1-score: 0.48793565683646123
***********************************************************
**************** EPOCH: 13 ***********************
epoch loss: 44.5514963530004, taining accuracy: 0.8162206444565812, validation accuracy: 0.8814531548757171, Test accuracy: 0.8779477374123645 , F1-score: 0.5157068062827225
***********************************************************
**************** EPOCH: 14 ***********************
epoch loss: 43.61226540990174, taining accuracy: 0.813216821409066, validation accuracy: 0.8419375398342893, Test accuracy: 0.8368387507966858 , F1-score: 0.5040160642570282
***********************************************************
**************** EPOCH: 15 ***********************
epoch loss: 42.43361554853618, taining accuracy: 0.8159475696340798, validation accuracy: 0.8167622689611217, Test accuracy: 0.8151688973868706 , F1-score: 0.4860986547085201
***********************************************************
**************** EPOCH: 16 ***********************
epoch loss: 42.156155871227384, taining accuracy: 0.8209311851447296, validation accuracy: 0.8170809432759719, Test accuracy: 0.8100701083492671 , F1-score: 0.4892857142857143
***********************************************************
**************** EPOCH: 17 ***********************
epoch loss: 41.73884801007807, taining accuracy: 0.8212725286728564, validation accuracy: 0.8142128744423199, Test accuracy: 0.8075207138304653 , F1-score: 0.48810572687224674
***********************************************************
**************** EPOCH: 18 ***********************
epoch loss: 41.67488423641771, taining accuracy: 0.8199754232659748, validation accuracy: 0.7855321861057999, Test accuracy: 0.7855321861057999 , F1-score: 0.46533864541832665
***********************************************************
**************** EPOCH: 19 ***********************
epoch loss: 41.00320623628795, taining accuracy: 0.8248225013653742, validation accuracy: 0.822817080943276, Test accuracy: 0.8231357552581262 , F1-score: 0.49360146252285186
***********************************************************
**************** EPOCH: 20 ***********************
epoch loss: 40.67657760716975, taining accuracy: 0.8267340251228836, validation accuracy: 0.7861695347355003, Test accuracy: 0.7845761631612492 , F1-score: 0.46608140462889064
***********************************************************
**************** EPOCH: 21 ***********************
epoch loss: 40.07987150084227, taining accuracy: 0.824208083014746, validation accuracy: 0.8224984066284258, Test accuracy: 0.8221797323135756 , F1-score: 0.5004500450045005
***********************************************************
**************** EPOCH: 22 ***********************
epoch loss: 40.60493351705372, taining accuracy: 0.8311032222829056, validation accuracy: 0.8397068196303378, Test accuracy: 0.8365200764818356 , F1-score: 0.5102639296187683
***********************************************************
**************** EPOCH: 23 ***********************
epoch loss: 39.39935235772282, taining accuracy: 0.8318541780447842, validation accuracy: 0.8601019757807521, Test accuracy: 0.8534098151688974 , F1-score: 0.5296017222820236
Early Stopping @ EPOCH:[22]
***********************************************************
**************** EPOCH: 24 ***********************
epoch loss: 39.29433783888817, taining accuracy: 0.8313762971054068, validation accuracy: 0.8333333333333334, Test accuracy: 0.8247291268323773 , F1-score: 0.5042816365366318
***********************************************************
**************** EPOCH: 25 ***********************
epoch loss: 38.761047922074795, taining accuracy: 0.8336974330966684, validation accuracy: 0.8138942001274697, Test accuracy: 0.8100701083492671 , F1-score: 0.4894736842105264
***********************************************************
**************** EPOCH: 26 ***********************
epoch loss: 38.265384380705655, taining accuracy: 0.8334926269797924, validation accuracy: 0.8100701083492671, Test accuracy: 0.8046526449968132 , F1-score: 0.4888123924268504
***********************************************************
**************** EPOCH: 27 ***********************
epoch loss: 38.940714126452804, taining accuracy: 0.8405243036592026, validation accuracy: 0.8320586360739325, Test accuracy: 0.8323773103887827 , F1-score: 0.5033112582781457
***********************************************************
**************** EPOCH: 28 ***********************
epoch loss: 38.053998155519366, taining accuracy: 0.8430502457673402, validation accuracy: 0.8323773103887827, Test accuracy: 0.8266411727214786 , F1-score: 0.500952380952381
***********************************************************
**************** EPOCH: 29 ***********************
epoch loss: 36.867490289732814, taining accuracy: 0.835813762971054, validation accuracy: 0.837157425111536, Test accuracy: 0.8295092415551306 , F1-score: 0.49950835791543763
***********************************************************
**************** EPOCH: 30 ***********************
epoch loss: 36.5612564496696, taining accuracy: 0.8399781540141998, validation accuracy: 0.8142128744423199, Test accuracy: 0.8138942001274697 , F1-score: 0.4844720496894411
***********************************************************
**************** EPOCH: 31 ***********************
epoch loss: 37.78543828241527, taining accuracy: 0.8427771709448388, validation accuracy: 0.8355640535372849, Test accuracy: 0.8330146590184832 , F1-score: 0.5000000000000001
***********************************************************
**************** EPOCH: 32 ***********************
epoch loss: 36.47694639116526, taining accuracy: 0.8454396504642272, validation accuracy: 0.8403441682600382, Test accuracy: 0.8317399617590823 , F1-score: 0.516003879728419
***********************************************************
**************** EPOCH: 33 ***********************
epoch loss: 36.807745680212975, taining accuracy: 0.8461223375204806, validation accuracy: 0.7648183556405354, Test accuracy: 0.7715105162523901 , F1-score: 0.4523809523809524
***********************************************************
**************** EPOCH: 34 ***********************
epoch loss: 36.0868269354105, taining accuracy: 0.8444838885854724, validation accuracy: 0.8444869343530912, Test accuracy: 0.8355640535372849 , F1-score: 0.5130260521042084
***********************************************************
**************** EPOCH: 35 ***********************
epoch loss: 35.27635543141514, taining accuracy: 0.8526761332605134, validation accuracy: 0.8448056086679414, Test accuracy: 0.8333333333333334 , F1-score: 0.5115810674723061
***********************************************************
**************** EPOCH: 36 ***********************
epoch loss: 34.94544687308371, taining accuracy: 0.8513107591480066, validation accuracy: 0.8419375398342893, Test accuracy: 0.8260038240917782 , F1-score: 0.5203883495145631
***********************************************************
**************** EPOCH: 37 ***********************
epoch loss: 36.07697312440723, taining accuracy: 0.8504915346805024, validation accuracy: 0.8432122370936902, Test accuracy: 0.831421287444232 , F1-score: 0.5167652859960552
***********************************************************
**************** EPOCH: 38 ***********************
epoch loss: 34.01716102100909, taining accuracy: 0.8516521026761332, validation accuracy: 0.8451242829827916, Test accuracy: 0.8362014021669854 , F1-score: 0.508130081300813
***********************************************************
**************** EPOCH: 39 ***********************
epoch loss: 32.82581224478781, taining accuracy: 0.8506963407973784, validation accuracy: 0.8164435946462715, Test accuracy: 0.8119821542383684 , F1-score: 0.4929328621908127
***********************************************************
**************** EPOCH: 40 ***********************
epoch loss: 34.164062570780516, taining accuracy: 0.8483069361004916, validation accuracy: 0.8154875717017208, Test accuracy: 0.8138942001274697 , F1-score: 0.484361036639857
***********************************************************
**************** EPOCH: 41 ***********************
epoch loss: 32.087681798264384, taining accuracy: 0.858205898416166, validation accuracy: 0.7992351816443595, Test accuracy: 0.8065646908859146 , F1-score: 0.47226890756302514
***********************************************************
**************** EPOCH: 42 ***********************
epoch loss: 34.358864929527044, taining accuracy: 0.8564991807755324, validation accuracy: 0.8718929254302104, Test accuracy: 0.8639260675589547 , F1-score: 0.5381062355658198
***********************************************************
**************** EPOCH: 43 ***********************
epoch loss: 32.508165090344846, taining accuracy: 0.858410704533042, validation accuracy: 0.8559592096876991, Test accuracy: 0.8505417463352454 , F1-score: 0.5212765957446808
***********************************************************
**************** EPOCH: 44 ***********************
epoch loss: 31.910932272672653, taining accuracy: 0.8712452211906062, validation accuracy: 0.8604206500956023, Test accuracy: 0.8537284894837476 , F1-score: 0.5229759299781181
***********************************************************
**************** EPOCH: 45 ***********************
epoch loss: 31.340477380901575, taining accuracy: 0.8624385581649372, validation accuracy: 0.8499043977055449, Test accuracy: 0.840025493945188 , F1-score: 0.5199590583418628
***********************************************************
**************** EPOCH: 46 ***********************
epoch loss: 30.655977116897702, taining accuracy: 0.8660567995630802, validation accuracy: 0.844168260038241, Test accuracy: 0.8320586360739325 , F1-score: 0.5055837563451776
***********************************************************
**************** EPOCH: 47 ***********************
epoch loss: 31.24182025808841, taining accuracy: 0.8651010376843256, validation accuracy: 0.8221797323135756, Test accuracy: 0.8202676864244742 , F1-score: 0.4870848708487085
***********************************************************
**************** EPOCH: 48 ***********************
epoch loss: 29.40951418597251, taining accuracy: 0.8668760240305844, validation accuracy: 0.8505417463352454, Test accuracy: 0.8339706819630338 , F1-score: 0.5180598555211557
***********************************************************
**************** EPOCH: 49 ***********************
epoch loss: 28.82067780289799, taining accuracy: 0.8734980884762424, validation accuracy: 0.8068833652007649, Test accuracy: 0.8024219247928617 , F1-score: 0.4720279720279721
***********************************************************
**************** EPOCH: 50 ***********************
epoch loss: 28.751357664354146, taining accuracy: 0.8669442927362098, validation accuracy: 0.8301465901848311, Test accuracy: 0.8205863607393244 , F1-score: 0.4938036224976168
***********************************************************
**************** EPOCH: 51 ***********************
epoch loss: 28.284278221428394, taining accuracy: 0.872405789186237, validation accuracy: 0.8463989802421925, Test accuracy: 0.8352453792224347 , F1-score: 0.5102040816326531
***********************************************************
**************** EPOCH: 52 ***********************
epoch loss: 27.574421474710107, taining accuracy: 0.875614418350628, validation accuracy: 0.7966857871255577, Test accuracy: 0.7992351816443595 , F1-score: 0.4601018675721562
***********************************************************
**************** EPOCH: 53 ***********************
epoch loss: 27.512941164895892, taining accuracy: 0.8734298197706172, validation accuracy: 0.8409815168897387, Test accuracy: 0.8298279158699808 , F1-score: 0.5025025025025024
***********************************************************
**************** EPOCH: 54 ***********************
epoch loss: 27.13541184552014, taining accuracy: 0.8798470780993992, validation accuracy: 0.8311026131293817, Test accuracy: 0.8196303377947738 , F1-score: 0.4942528735632184
***********************************************************
**************** EPOCH: 55 ***********************
epoch loss: 25.935587372630835, taining accuracy: 0.8798470780993992, validation accuracy: 0.8326959847036329, Test accuracy: 0.8304652644996813 , F1-score: 0.49272550921435504
***********************************************************
**************** EPOCH: 56 ***********************
epoch loss: 25.9910034108907, taining accuracy: 0.883806663025669, validation accuracy: 0.8161249203314213, Test accuracy: 0.8183556405353728 , F1-score: 0.4680851063829788
***********************************************************
**************** EPOCH: 57 ***********************
epoch loss: 25.325621454045177, taining accuracy: 0.8825778263244128, validation accuracy: 0.8575525812619503, Test accuracy: 0.8425748884639898 , F1-score: 0.5240641711229946
***********************************************************
**************** EPOCH: 58 ***********************
epoch loss: 26.73240033350885, taining accuracy: 0.882782632441289, validation accuracy: 0.8311026131293817, Test accuracy: 0.8231357552581262 , F1-score: 0.4961832061068702
***********************************************************
**************** EPOCH: 59 ***********************
epoch loss: 24.292835546657443, taining accuracy: 0.888380666302567, validation accuracy: 0.8499043977055449, Test accuracy: 0.8403441682600382 , F1-score: 0.5159958720330238
***********************************************************
**************** EPOCH: 60 ***********************
epoch loss: 23.761919332668185, taining accuracy: 0.8913162206444566, validation accuracy: 0.8151688973868706, Test accuracy: 0.8119821542383684 , F1-score: 0.46972477064220186
***********************************************************
**************** EPOCH: 61 ***********************
epoch loss: 25.38843229599297, taining accuracy: 0.8919306389950846, validation accuracy: 0.8282345442957297, Test accuracy: 0.8138942001274697 , F1-score: 0.49291784702549574
***********************************************************
**************** EPOCH: 62 ***********************
epoch loss: 23.274616442620754, taining accuracy: 0.8948661933369744, validation accuracy: 0.8530911408540471, Test accuracy: 0.8413001912045889 , F1-score: 0.5111821086261981
***********************************************************
**************** EPOCH: 63 ***********************
epoch loss: 22.732173793949187, taining accuracy: 0.895617149098853, validation accuracy: 0.8209050350541747, Test accuracy: 0.815806246016571 , F1-score: 0.474671669793621
***********************************************************
**************** EPOCH: 64 ***********************
epoch loss: 22.06853921059519, taining accuracy: 0.9029219006007646, validation accuracy: 0.854365838113448, Test accuracy: 0.8438495857233907 , F1-score: 0.5154419595314164
***********************************************************
**************** EPOCH: 65 ***********************
epoch loss: 21.743359992746264, taining accuracy: 0.9030584380120152, validation accuracy: 0.8521351179094965, Test accuracy: 0.8435309114085404 , F1-score: 0.4797297297297297
***********************************************************
**************** EPOCH: 66 ***********************
epoch loss: 22.806424639187753, taining accuracy: 0.8988257782632442, validation accuracy: 0.8652007648183556, Test accuracy: 0.8518164435946463 , F1-score: 0.5264341957255343
***********************************************************
**************** EPOCH: 67 ***********************
epoch loss: 21.619074545800686, taining accuracy: 0.905789186237029, validation accuracy: 0.8323773103887827, Test accuracy: 0.8234544295729764 , F1-score: 0.49420849420849416
***********************************************************
**************** EPOCH: 68 ***********************
